first_name,last_name,email,Пароль,phone_number,address,position,department,start_date,salary
Тарас,Бабʼюк,ilchenkoihnat@mail.ua,Zm%zCi8jSW,+380 93 945-47-12,хутір Привілля,Тестувальник,HR,24.03.2024,31907
Еріка,Таран,fedirvlasiuk@gmail.com,7KNOWXLwPF,+380 98 204-64-35,село Кам'янка-Дніпровська,Розробник,Фінанси,12.05.2022,21059
Одарка,Гаврилів,bohdanna52@ukr.net,j4qbAvUDue,+380 97 799-76-00,хутір Кривий Ріг,Розробник,Маркетинг,26.07.2022,47886
Геннадій,Нестеренко,danna07@meta.ua,I6Wtqz3B89,+380 66 575-22-29,село Теплодар,Менеджер,IT,06.09.2021,17188
Болеслав,Їжак,tavdieienko@i.ua,HPNwARgECE,+380 97 782-90-11,село Херсон,Розробник,HR,22.04.2024,30422
Леонід,Архипенко,zadamenko@meta.ua,Mw9gwByJal,+380 95 994-33-36,село Щастя,Менеджер,Маркетинг,23.11.2019,20133
Руслан,Гупало,azar58@mail.ua,wSrfHy9Hwd,+380 50 370-98-18,хутір Болехів,Тестувальник,Продажі,03.04.2020,35624
Ярослава,Фастенко,shvedchenkoiryna@outlook.com,cffNiL00Um,+380 67 283-48-49,село Бурштин,Тестувальник,IT,02.05.2023,49160
Іван,Копитко,iustymivanychuk@gmail.com,OHBJyNRTIb,+380 99 471-95-31,село Балаклія,Аналітик,Фінанси,18.09.2020,22450
Кирило,Шинкаренко,tryhubtrokhym@i.ua,i244WQr3M0,+380 95 318-09-69,хутір Ворожба,Розробник,Маркетинг,18.10.2020,43325
Петро,Бабко,maryna89@mail.ua,jzrRhRzqmt,+380 50 684-44-74,село Корець,Аналітик,Маркетинг,08.03.2021,20176
Опанас,Їжак,xbabiak@outlook.com,R1cipXuDGx,+380 50 731-05-14,хутір Обухів,Дизайнер,IT,03.02.2023,33254
Франц,Сич,illiashylo@mail.ua,CccKnXM7mb,+380 95 675-92-61,село Соледар,Менеджер,IT,06.01.2024,28640
Демʼян,Авраменко,rmishchenko@yahoo.com,AWQcawdsmY,+380 73 343-89-44,село Боково-Хрустальне,Розробник,Розробка,27.09.2020,25327
Демид,Власенко,prokhir21@outlook.com,VcnATWUYmb,+380 96 880-70-64,село Новоукраїнка,Розробник,Фінанси,04.06.2022,47876
Пилип,Вдовенко,nsomko@yahoo.com,Dn2ntRziI8,+380 73 951-49-84,село Новоазовськ,Дизайнер,IT,16.11.2021,44750
Панас,Чабан,korsunmariana@gmail.com,ARRmDszNzA,+380 95 430-82-19,хутір Сніжне,Розробник,Розробка,02.04.2022,27593
Любов,Гуцуляк,ivatamaniuk@ukr.net,sc8X0rWIiG,+380 96 541-83-99,село Володимир-Волинський,Розробник,Маркетинг,27.11.2022,29201
Святослав,Вергун,dutkamykhailyna@gmail.com,RoeHBCKu2J,+380 97 541-24-74,хутір Ржищів,HR,HR,24.07.2023,29591
Єлисей,Якимчук,hordii51@ukr.net,vpfM22yBix,+380 73 285-66-16,село Кам'янське,Розробник,IT,19.03.2024,42765
Людмила,Оліфіренко,iukhym37@i.ua,YgKl4!aQ2x,+380 95 935-31-51,селище Звенигородка,Тестувальник,Розробка,23.09.2021,46263
Аарон,Жук,lahodakostiantyn@outlook.com,y6qWX5B8Bx,+380 96 849-15-47,хутір Дубно,Аналітик,Розробка,02.02.2022,46320
Христина,Христенко,banderavasyl@yahoo.com,cwcChHue1l,+380 99 352-60-04,селище Чернівці,HR,Фінанси,09.01.2024,32827
Варфоломій,Дейсун,andriichukorysia@gmail.com,Sdsl4P4GV9,+380 96 115-90-21,місто Нікополь,Менеджер,Розробка,29.08.2024,41505
Софія,Левченко,prytulaiaroslava@mail.ua,x^MAZkQpTK,+380 50 895-85-60,село Зимогір'я,Аналітик,Розробка,17.12.2021,48760
Борислав,Свистун,tandriichuk@yahoo.com,6SLcnP#PN8,+380 50 144-05-11,хутір Зборів,Дизайнер,HR,26.09.2022,37964
Ірена,Дашенко,qzaporozhets@ukr.net,YuLg2WlL@c,+380 73 861-60-27,селище Стрий,Дизайнер,Продажі,27.09.2023,19701
Гаврило,Шило,oivanychuk@ukr.net,usMfvJieL4,+380 95 701-64-18,село Золоте,HR,Маркетинг,09.08.2023,22257
Варфоломій,Байдак,khomaiukhymenko@outlook.com,pXJ1namCKu,+380 93 339-24-75,хутір Шостка,Розробник,HR,23.03.2020,27404
Одарка,Засядько,opanaskolodub@gmail.com,Rar68BC8Hl,+380 95 723-42-47,хутір Пустомити,Аналітик,Продажі,13.03.2023,22925
Ірина,Дзиндра,hryhorii78@i.ua,v&uoLKwQij,+380 73 557-25-99,хутір Єнакієве,Аналітик,Маркетинг,09.08.2022,31466
Мирон,Рябошапка,shylodmytro@gmail.com,Mxhc(p8Nwl,+380 50 160-69-84,село Суми,HR,Фінанси,06.05.2022,28085
Трохим,Худяк,iaroslavahavrylyshyn@yahoo.com,8IyxUnFfkR,+380 67 753-14-71,місто Золочів,Розробник,Фінанси,03.01.2024,42209
Соломія,Притула,fivanychuk@mail.ua,BSYXwuzcmc,+380 97 934-30-71,хутір Лозова,Дизайнер,IT,11.05.2023,49213
Веніямин,Худобʼяк,dzyndraprokhir@yahoo.com,KhTEaOKUn8,+380 67 135-67-61,хутір Шахтарське,HR,Маркетинг,27.11.2022,30189
Марія,Тимчук,bohdandashkevych@mail.ua,gnDopHMkB9,+380 67 429-58-06,хутір Корсунь-Шевченківський,Розробник,Продажі,19.12.2019,27330
Костянтин,Примаченко,solomiia37@ukr.net,FhukkkOSGh,+380 50 565-73-01,селище Новояворівськ,Тестувальник,Продажі,15.05.2020,30424
Стефан,Перепелиця,okseniia36@outlook.com,L9u6xlG5G1,+380 95 139-00-38,місто Волноваха,HR,HR,17.12.2019,22213
Іван,Рябошапка,shutkolevko@gmail.com,XPc4VcdTZb,+380 67 695-71-37,хутір Кам'янка-Дніпровська,Дизайнер,IT,25.01.2022,42853
Богуслав,Їжак,ndanchenko@outlook.com,eyRnstL1Ro,+380 98 878-32-55,село Васильків,Дизайнер,Продажі,14.02.2022,47201
Прохір,Гайда,saienkooleh@meta.ua,1KqfTV0q7x,+380 93 575-29-76,місто Новий Розділ,Розробник,IT,24.05.2023,24091
Єва,Фаренюк,iustymokhrymovych@outlook.com,*xc9nR1Y1l,+380 66 965-39-80,село Комарно,HR,HR,08.07.2021,39122
Соломія,Ґоляш,rostyslav08@meta.ua,zIpF3u6NWd,+380 95 939-27-25,селище Великі Мости,Дизайнер,Фінанси,03.08.2020,33746
Дарина,Бабиченко,arkadiibabarychenko@meta.ua,KMuKjqMPAJ,+380 66 592-97-26,місто Новогродівка,Аналітик,Маркетинг,06.11.2021,39041
Юхим,Верменич,alina41@ukr.net,bkFXsX0GWQ,+380 98 677-77-73,селище Докучаєвськ,Аналітик,Продажі,12.02.2022,28343
Сніжана,Лесик,levkodavydenko@ukr.net,R2PPznk58K,+380 50 690-39-32,село Ужгород,Дизайнер,IT,22.12.2020,29458
Єва,Опанасенко,oleksachernenko@i.ua,c73UOO9lnJ,+380 95 389-80-95,хутір Кривий Ріг,Тестувальник,IT,23.05.2021,24020
Віра,Кибкало,leopoldcherednyk@gmail.com,0z2pM7xdH6,+380 50 539-80-71,селище Сокаль,Аналітик,IT,12.11.2022,45745
Еріка,Корбут,klyment26@yahoo.com,WhHwAL1g@p,+380 93 488-98-12,село Миронівка,HR,HR,05.01.2022,26439
Богданна,Влох,marianaartiushenko@i.ua,capbvs4sn6,+380 95 188-69-94,селище Винники,Менеджер,Маркетинг,20.06.2022,43416
Онисим,Кириленко,vakarchukmariia@outlook.com,A6Vy36u23H,+380 67 994-43-79,село Новоукраїнка,Менеджер,Розробка,21.05.2020,21234
Йосип,Червоненко,olehiaremko@ukr.net,6%CsDcwK%q,+380 95 767-17-88,селище Тетіїв,Тестувальник,IT,23.04.2024,28344
Христина,Михалюк,anton36@mail.ua,acz4OA(iAX,+380 66 985-03-60,селище Олександрівськ,Розробник,IT,04.01.2023,23989
Людмила,Ірванець,dmytrotovstolis@outlook.com,7tvfVb9bJN,+380 97 876-33-14,село Великі Мости,Аналітик,Фінанси,28.07.2021,29612
Тарас,Корпанюк,baidaroman@ukr.net,qsTaa6S244,+380 99 815-15-39,село Ізяслав,Менеджер,Фінанси,20.09.2024,33040
Павло,Дурдинець,solomonpavlychenko@mail.ua,ZHP1SUpj3f,+380 96 514-41-45,село Могилів-Подільський,Менеджер,Маркетинг,16.04.2021,40595
Захар,Єфименко,borysmalyk@gmail.com,MtUaC7uHIZ,+380 95 516-58-79,селище Луцьк,Дизайнер,Маркетинг,19.03.2020,43531
Болеслав,Чумаченко,shmorhunvasyl@yahoo.com,5z433z2POa,+380 50 138-97-47,хутір Перечин,Аналітик,Продажі,29.10.2023,24689
Єфрем,Гоголь-Яновська,marusia11@gmail.com,LWMN0Pfs9i,+380 98 140-43-39,хутір Хотин,Дизайнер,Фінанси,08.11.2020,30712
Веніямин,Ващенко,khaidai@outlook.com,JQ)itheaZt,+380 96 415-68-80,місто Вінниця,Розробник,Продажі,01.07.2024,32538
Богуслава,Хомик,fmoskal@gmail.com,8J0fjx4lUC,+380 73 800-94-87,селище Нова Одеса,Тестувальник,Маркетинг,24.04.2023,27208
Ігор,Ємельяненко,lukian75@ukr.net,dwkDRNP7cE,+380 98 504-73-85,хутір Жовква,Розробник,HR,22.04.2023,23713
Анастасія,Ващенко,volodymyr59@mail.ua,YVmG6nTI1o,+380 98 548-37-29,село Нетішин,Розробник,IT,02.11.2021,23847
Еріка,Ґерус,terezavasylechko@meta.ua,taBcd3xcLM,+380 66 305-65-26,селище Тернопіль,Розробник,Фінанси,05.12.2019,37588
Геннадій,Чміль,ihorgoliash@mail.ua,gtfEhyEZOh,+380 99 753-65-88,хутір Бар,Менеджер,Маркетинг,30.04.2022,31966
Геннадій,Масляк,zorianmiroshnychenko@ukr.net,lEbz$hHZ77,+380 96 257-70-98,селище Заставна,Розробник,HR,06.01.2023,44554
Пармен,Гайденко,sirobabaodarka@i.ua,OtAYYLVOxp,+380 98 159-61-01,хутір Часів Яр,Дизайнер,IT,08.09.2022,33392
Наталія,Бандера,stefan19@mail.ua,R2ktjAA5gr,+380 73 165-41-38,селище Мена,Розробник,Розробка,18.08.2020,33981
Микита,Артимишин,shmorhuniaroslava@ukr.net,Fydr397HOc,+380 66 466-72-24,хутір Старий Крим,Менеджер,IT,16.10.2024,32980
Йосип,Сомко,uokhrimenko@mail.ua,I0FpyywSWb,+380 66 435-48-55,село Скадовськ,Дизайнер,Маркетинг,28.02.2024,19227
Ірина,Тригуб,leopold27@meta.ua,hBxk9QqwZQ,+380 50 843-29-35,місто Татарбунари,Менеджер,HR,06.02.2024,26528
Тимофій,Алексеєнко,mykytiukfrants@gmail.com,71YTB8zOvY,+380 95 337-86-16,хутір Судова Вишня,HR,Продажі,28.07.2024,30378
Марія,Стус,ieromenkotetiana@yahoo.com,5DaKTnQrsP,+380 96 492-89-93,селище Гайсин,Дизайнер,Продажі,06.04.2020,37808
Петро,Кабаненко,filipenkoarkadii@outlook.com,Xg8Hx6jmgO,+380 96 127-42-04,місто Гадяч,Розробник,Розробка,17.06.2021,17246
Орест,Саченко,klyment97@i.ua,i4x7BhwDmx,+380 99 462-52-05,селище Пологи,Розробник,IT,26.06.2024,18700
Леон,Рубан,kylymnykserhii@ukr.net,Ve5mt3KSyJ,+380 97 156-40-64,село Мелітополь,Аналітик,HR,09.11.2021,25611
Борислав,Засуха,prokhir08@outlook.com,sLrVsygTty,+380 95 449-18-24,хутір Волноваха,Тестувальник,Продажі,29.06.2024,15967
Орися,Оробець,leopoldbandura@meta.ua,!aUQWHv3Il,+380 73 594-23-75,місто Деражня,HR,IT,25.05.2021,28956
Аарон,Єщенко,bohdan44@mail.ua,nwrVDAfCfX,+380 98 270-82-11,місто Помічна,Менеджер,Фінанси,04.07.2020,17977
Ігор,Шухевич,iaroslavhaivoronska@meta.ua,WPkb6oZmeB,+380 66 785-30-07,селище Ірміно,Менеджер,IT,13.05.2021,21549
Орест,Хмара,azaiets@yahoo.com,6Wj2QDbUKh,+380 96 986-06-57,місто Голубівка,HR,Фінанси,27.06.2023,17735
Богуслава,Гоголь,iaroshhalyna@yahoo.com,uoWAXEj0cC,+380 73 614-11-32,хутір Конотоп,Менеджер,Продажі,27.06.2023,42215
Семен,Вітрук,kmamchur@outlook.com,BBZrJqy9E0,+380 98 400-71-85,хутір Городище,HR,Фінанси,10.10.2021,16399
Валентин,Тесленко,bohuslav90@gmail.com,RPfEXgcRuJ,+380 98 897-15-03,село Старий Крим,Дизайнер,Маркетинг,06.03.2023,35888
Сергій,Валенко,stetsfrants@yahoo.com,8O6uo7I5Od,+380 66 944-74-32,село Красногорівка,Розробник,HR,08.02.2021,22747
Альберт,Ватаманюк,demydlemeshko@gmail.com,mQZVG9Nbe4,+380 93 781-93-99,місто Севастополь,Менеджер,Маркетинг,06.11.2020,24777
Дарина,Рябець,durdynetserika@i.ua,8BOj8aKCOY,+380 67 656-96-99,місто Балта,Менеджер,Продажі,23.04.2024,19033
Аарон,Хмара,kalchenkoemiliia@yahoo.com,OqBkOVJLbQ,+380 98 399-05-88,місто Інкерман,Дизайнер,Продажі,29.09.2020,26512
Миколай,Вернидуб,rsych@i.ua,5b8hZAiNM1,+380 95 301-61-46,село Хрестівка,Аналітик,HR,06.07.2022,42501
Онисим,Андрійович,arsenkopytko@meta.ua,ffp15!horM,+380 93 317-96-18,місто Сокологірськ,Тестувальник,IT,04.03.2022,47680
Демид,Шеремет,frants26@meta.ua,Qh9tNJ18Cp,+380 50 171-21-04,селище Моспине,HR,HR,20.02.2022,29126
Мирослав,Чорновіл,mchaika@ukr.net,JFTc0bcG1j,+380 95 359-26-04,село Бобринець,Тестувальник,Розробка,21.11.2022,47530
Степан,Забіла,parmen66@outlook.com,Rf4YNMwtyA,+380 73 184-13-26,хутір Чоп,Тестувальник,Фінанси,10.03.2020,30690
Микита,Дробаха,roksolana48@ukr.net,tvB8fGQM4l,+380 98 329-62-50,селище Златопіль,Дизайнер,Фінанси,26.03.2022,24182
Леопольд,Рубець,ieva06@ukr.net,2x1v5Z1nPJ,+380 95 286-31-02,селище Красноперекопськ,Аналітик,Фінанси,18.02.2022,28587
Миколай,Саченко,nadiia51@gmail.com,qwfAfVcTrO,+380 73 357-46-13,місто Білгород-Дністровський,Тестувальник,Маркетинг,06.05.2023,15961
Оксенія,Василевич,azar95@meta.ua,GHQhHevc^5,+380 67 564-10-10,хутір Інкерман,Тестувальник,HR,15.05.2023,17970
Костянтин,Абрагамовський,abramenkoiefrem@i.ua,m3NKVf5K5f,+380 66 139-98-58,село Вилкове,Розробник,Фінанси,16.06.2021,15534
Лілія,Якименко,panteleimon26@mail.ua,lNPH8x56Fj,+380 93 775-65-77,хутір Покров,Менеджер,Фінанси,31.03.2020,23575
Венедикт,Яремків,ieromenkotereza@ukr.net,Qlrvu9LJEe,+380 66 472-24-56,селище Ірміно,Менеджер,Продажі,25.11.2023,36110
Олександр,Кащенко,pfesenko@outlook.com,lURNdPW7xP,+380 99 866-20-90,селище Одеса,Аналітик,Продажі,18.06.2021,49072
Амалія,Лубенець,liudmylaverkhola@ukr.net,QQDMa2p4*o,+380 99 404-62-39,селище Івано-Франківськ,Розробник,HR,07.05.2023,17195
Богуслав,Охріменко,zlatoslavaderehus@yahoo.com,e6CBNR64e2,+380 98 896-73-99,селище Судова Вишня,Тестувальник,IT,30.06.2023,43630
Борис,Вівчаренко,artiukhkostiantyn@meta.ua,LmiuebcWI9,+380 97 182-68-81,місто Сімферополь,Менеджер,Маркетинг,14.08.2021,39300
Ірина,Мамчур,amaliiabezborodko@yahoo.com,M8Erc3BOsE,+380 99 359-88-39,село Шахтарськ,Дизайнер,Продажі,04.08.2024,44684
Ярослава,Мамчур,erika00@yahoo.com,nVqLkA5VEc,+380 93 836-57-72,селище Ізмаїл,Дизайнер,HR,14.01.2024,39484
Амалія,Орлик,iesypenkopetro@outlook.com,JLiooPM98g,+380 95 829-15-02,місто Новий Калинів,Менеджер,Продажі,09.07.2021,23226
Ярослава,Ванченко,vasylvlasenko@yahoo.com,P%1B0sbs5X,+380 93 239-81-90,хутір Вижниця,HR,IT,27.10.2024,32484
Іван,Іваненко,kopytkokyrylo@gmail.com,oA19Cycpi3,+380 97 740-01-67,місто Ланівці,Розробник,Маркетинг,15.07.2020,41680
Михайлина,Їжакевич,mykhailo58@ukr.net,0hFXzRhijE,+380 95 984-10-62,селище Теребовля,HR,Маркетинг,05.10.2024,40920
Анжела,Калениченко,liliia39@mail.ua,fUIVAwgt9a,+380 67 322-44-70,селище Токмак,Менеджер,HR,04.02.2024,31848
Галина,Власенко,danylo10@mail.ua,PVAYRsLL5v,+380 97 384-43-76,селище Сіверськ,HR,Фінанси,21.03.2022,37841
Болеслав,Таран,jmakohon@mail.ua,TArtV2&xgX,+380 99 520-59-86,хутір Миронівка,Тестувальник,Фінанси,17.03.2020,46426
Левко,Євдокименко,durdynetslarysa@gmail.com,hEQD7hfOLm,+380 73 135-92-98,село Антрацит,Аналітик,HR,04.09.2020,28068
Петро,Дурдинець,ihnatdarahan@i.ua,b0q4N7p3hq,+380 66 136-80-49,місто Калуш,HR,Маркетинг,05.09.2024,48522
Варвара,Євдокименко,oiaremko@ukr.net,VrTxOrU1j9,+380 99 937-22-54,село Бахмут,Тестувальник,Фінанси,02.05.2024,47758
Ада,Гайдамака,havrylokharchenko@yahoo.com,XansSDwDbl,+380 73 119-55-76,місто Лохвиця,Аналітик,HR,03.10.2020,43501
Соломон,Короленко,viravasylenko@meta.ua,mjTGFMOhxP,+380 99 181-70-28,хутір Березне,Аналітик,Фінанси,16.02.2023,39385
Віолетта,Шеремета,artem08@ukr.net,vJmSxcpdKl,+380 95 224-92-80,місто Чоп,Тестувальник,Маркетинг,04.10.2023,15063
Орест,Бандурка,mykolai59@ukr.net,eDsrqX0qzw,+380 66 831-73-64,село Ялта,Аналітик,Продажі,25.07.2020,19769
Володимир,Савенко,alina28@mail.ua,)L6XgyKbp8,+380 50 624-95-06,хутір Березне,Тестувальник,IT,18.10.2020,39855
Наталія,Єременко,milena15@i.ua,5PcKHcJc88,+380 66 938-72-86,місто Чортків,HR,Розробка,24.11.2023,46356
Віктор,Шинкаренко,zzaporozhets@ukr.net,Li5YoaZlEL,+380 93 640-51-73,хутір Амвросіївка,HR,IT,15.05.2020,27693
Олесь,Ємець,ylahoda@yahoo.com,FUseYwMFzm,+380 98 257-68-01,місто Буринь,Розробник,Розробка,12.01.2023,22645
Герман,Корсун,artymyshynvalerii@gmail.com,bN6H&RaPVw,+380 93 406-76-60,місто Бережани,Менеджер,Фінанси,14.02.2024,47845
Марта,Смик,qtereshchuk@gmail.com,R8nwBQBGpC,+380 50 567-66-59,місто Баштанка,Аналітик,Продажі,28.05.2024,41362
Федір,Артюх,bkabanenko@yahoo.com,jgIFfWVqQ0,+380 50 590-38-14,місто Покров,Розробник,Розробка,30.04.2023,26286
Герман,Гуцуляк,jivasiuk@i.ua,TYMNK1nmB6,+380 50 704-17-89,селище Бахмач,Тестувальник,IT,10.02.2022,26118
Юстина,Ярош,ehaidabura@gmail.com,7pkCv000GV,+380 99 431-77-24,місто Карлівка,HR,Фінанси,24.09.2024,35094
Геннадій,Рубан,khrystynakolisnychenko@meta.ua,nBs)ugz81u,+380 67 379-84-92,село Бобровиця,HR,Фінанси,26.03.2023,18591
Демид,Гаєвський,panas93@outlook.com,fGRrQ373JP,+380 97 181-05-48,хутір Дрогобич,Менеджер,Фінанси,19.03.2023,31640
Тимофій,Захарченко,semenkharchenko@yahoo.com,CjdMGwlfSb,+380 50 378-91-73,село Торецьк,Розробник,Продажі,21.05.2023,33506
Ігнат,Сіробаба,vmykhaliuk@meta.ua,vmZfUCpJQ8,+380 67 457-25-46,село Джанкой,Менеджер,Продажі,30.11.2019,39564
Сніжана,Євтушок,valentyna67@yahoo.com,Xu9gCaaGaw,+380 96 234-69-54,хутір Болехів,Менеджер,Продажі,02.05.2024,47164
Ольга,Ґалаґан,bohuslava04@ukr.net,tzliIFrg8f,+380 95 924-67-92,хутір Малин,Розробник,Фінанси,16.02.2021,25620
Аніта,Хомик,barannykavrelii@i.ua,7waPIpmuLA,+380 93 411-32-47,місто Сколе,Аналітик,IT,30.03.2020,31872
Валентин,Дацюк,klavdiiaadamchuk@mail.ua,Sr8eimnVPw,+380 50 226-09-32,хутір Белз,Аналітик,HR,23.10.2021,32809
Веніямин,Дуплій,bbhydenko@ukr.net,i7KBj2RXk*,+380 95 393-68-46,хутір Сімферополь,HR,IT,10.02.2024,24395
Аарон,Христенко,dzyndramykyta@ukr.net,ewnBIaDGeo,+380 66 604-34-35,хутір Старобільськ,Розробник,Продажі,16.06.2023,22759
Гордій,Бевзенко,liliia64@gmail.com,LVtEYIr0PI,+380 66 251-64-25,місто Кам'янець-Подільський,Тестувальник,Фінанси,28.04.2023,45083
Вадим,Ященко,paliihalyna@ukr.net,G5LjYNnLMs,+380 95 136-36-59,село Шостка,Тестувальник,HR,11.08.2021,27790
Феофан,Вівчаренко,zhadanboleslav@ukr.net,Q8dzqA3kM9,+380 73 704-48-09,село Вільногірськ,Аналітик,Маркетинг,26.07.2022,35664
Миколай,Адамчук,vasylechkohavrylo@ukr.net,PYRGOFh3)H,+380 93 972-39-17,селище Дніпрорудне,Тестувальник,Розробка,23.03.2023,29023
Олександр,Лагода,hannaopanasenko@yahoo.com,4TzdCWCchF,+380 95 132-37-10,село Бучач,Аналітик,Маркетинг,20.03.2022,15908
Владислав,Проценко,labalarysa@meta.ua,zGdnE2Cf4Q,+380 99 505-33-25,місто Боярка,Розробник,Розробка,11.08.2022,48619
Богуслав,Яременко,vtereshchuk@yahoo.com,wrIl1VkU8m,+380 93 625-85-07,місто Марганець,HR,Розробка,25.04.2020,43332
Аркадій,Захаренко,ustelmakh@i.ua,swnmoiyStn,+380 98 101-63-85,селище Хрестівка,HR,Фінанси,07.06.2023,28811
Аліна,Конопля,mstus@ukr.net,qLl6tKzHyj,+380 93 871-71-70,село Нове Давидково,Менеджер,Фінанси,14.08.2023,43010
Тереза,Засядько,vitrukanzhela@ukr.net,PPvCOn7vig,+380 73 586-12-48,селище Токмак,Дизайнер,HR,27.10.2022,46406
Феофан,Дубенко,dskoryk@mail.ua,MEkLBt5EoZ,+380 73 556-86-11,село Ямпіль,Аналітик,IT,05.05.2023,44321
Іван,Голик,oryna64@outlook.com,7SmXNirnnd,+380 67 103-41-00,місто Узин,Дизайнер,Розробка,19.01.2023,17369
Аврелій,Кибкало,alevtynivanchenko@ukr.net,DIhua3Wxk2,+380 99 750-16-90,село Подільськ,Менеджер,Маркетинг,11.08.2021,28534
Левко,Гайденко,veniiamynandriichuk@yahoo.com,z74GQO8(2t,+380 96 221-81-89,селище Переяслав,Менеджер,Продажі,16.01.2024,37462
Павло,Калениченко,shvaikavalentyna@mail.ua,eUF7LVYDi6,+380 98 669-76-18,місто Яремче,HR,HR,20.12.2022,21834
Нестор,Ірванець,arkadii00@gmail.com,E9nedgrf2p,+380 66 674-11-82,село Сновськ,HR,Фінанси,07.06.2020,34432
Онисим,Павлик,dgereta@outlook.com,KuqC6DwP6B,+380 93 816-73-78,село Жовті Води,HR,HR,07.09.2022,38047
Ірина,Петлюра,lukian87@ukr.net,T4MeggM8&x,+380 97 262-16-48,хутір Сокологірськ,Розробник,Продажі,12.09.2022,31467
Петро,Дергач,danudovychenko@meta.ua,3NkN6rKb0I,+380 95 750-01-75,село Шахтарське,Розробник,IT,21.05.2023,21476
Леон,Ярема,lukianiaremko@yahoo.com,5ibFDV1Khv,+380 50 517-09-50,хутір Хорол,HR,Маркетинг,10.06.2024,24240
Михайлина,Міщенко,dokhrymovych@ukr.net,87UYQlrCzV,+380 95 822-34-74,село Березне,Аналітик,IT,09.02.2023,30080
Феофан,Олійник,symon58@i.ua,DbeevqfYm@,+380 98 493-91-76,місто Сарни,Менеджер,HR,16.12.2020,37345
Феофан,Швачка,orlykmykolai@ukr.net,sm099PCYkS,+380 66 255-00-80,село Шахтарське,Менеджер,IT,23.10.2023,31794
Назар,Шелест,babychenkoartem@meta.ua,RuSyHHSwma,+380 66 150-57-47,хутір Шепетівка,Дизайнер,IT,14.11.2022,34266
Демʼян,Дерегус,bfareniuk@meta.ua,yDLrrCnJuI,+380 66 927-96-03,село Шаргород,Аналітик,Продажі,15.10.2021,37003
Прохір,Теличенко,mkyrylenko@i.ua,SFG9BSNMY),+380 95 850-67-81,село Ржищів,Дизайнер,HR,22.11.2020,26076
Олександр,Пелех,xsahal@gmail.com,PQ4xjTIh4L,+380 97 172-50-18,хутір Оріхів,Дизайнер,IT,16.08.2022,48488
Ада,Артюх,hennadii51@i.ua,huKloDpNXR,+380 93 340-41-70,місто Берислав,Дизайнер,HR,25.09.2024,22623
Еріка,Овчаренко,perebyinisiakiv@meta.ua,ZflyaRj%GU,+380 93 485-36-27,місто Кам'янець-Подільський,HR,Маркетинг,19.08.2023,46428
Назар,Гоголь-Яновський,eivasiuk@mail.ua,mgzKRQujNS,+380 67 184-65-31,хутір Болград,Дизайнер,Продажі,21.07.2021,40558
Валентин,Туркало,iartemenko@i.ua,odw5kabzri,+380 96 571-48-05,селище Яворів,HR,Фінанси,02.05.2022,22520
Лукʼян,Василечко,leonid58@ukr.net,szAa64GQbM,+380 50 864-12-41,місто Обухів,Аналітик,Фінанси,18.11.2021,17027
Аркадій,Пустовіт,davyd62@i.ua,4Dck5oulwL,+380 96 867-11-25,селище Шептицький,Менеджер,Продажі,02.02.2021,24092
Прохір,Кириленко,anzhelazhurba@mail.ua,6Aj1MQzGHE,+380 99 108-84-15,селище Рені,Аналітик,Маркетинг,28.05.2023,21224
Панас,Онищенко,riabchenkoanton@yahoo.com,jgO5K2iwyl,+380 99 272-33-20,село Ковель,Дизайнер,Фінанси,18.10.2023,27891
Ліза,Іваничук,vdovychenkomaryna@yahoo.com,jrC7OSlmNp,+380 93 261-03-00,село Івано-Франківськ,Менеджер,HR,21.12.2019,15385
Зиновій,Удовенко,zynovii66@ukr.net,rjFeSSfe77,+380 95 688-15-27,село Новий Калинів,Аналітик,HR,08.01.2021,47644
Спас,Рудько,tvivcharenko@yahoo.com,lErf1yYRMC,+380 50 973-64-51,село Носівка,HR,IT,29.08.2022,34545
Альберт,Василенко,wmasokha@gmail.com,y6nprM2uSL,+380 67 944-51-72,хутір Шпола,Менеджер,Фінанси,04.04.2020,30977
Леон,Дзюба,orudko@i.ua,VIp6J73X6f,+380 67 951-71-06,місто Покров,Розробник,IT,18.05.2020,46476
Августин,Ващук,riaboshapkalarysa@mail.ua,ubhXJeVcnF,+380 66 555-54-25,селище Буча,Аналітик,Продажі,04.06.2022,35190
Роксолана,Яремчук,hannaiashchenko@meta.ua,wgZVP92cAh,+380 95 893-81-34,хутір Гірник,Менеджер,HR,14.10.2021,34804
Соломія,Карпенко,tereshchenkolarysa@mail.ua,1itiBkIuao,+380 97 781-37-13,село Біла Церква,Менеджер,HR,21.08.2021,46228
Любов,Власенко,alberthunko@gmail.com,ayixISVIRK,+380 93 783-74-70,село Охтирка,HR,Розробка,16.05.2024,25175
Софія,Скорик,aaron90@gmail.com,Fv6ucIsu6z,+380 98 910-29-65,хутір Копичинці,HR,Маркетинг,31.07.2020,47647
Лілія,Авдєєнко,bevzpylyp@i.ua,AU%raKfmFz,+380 95 475-70-60,село Дебальцеве,Тестувальник,Маркетинг,11.04.2024,37000
Оксана,Демʼянюк,achaika@yahoo.com,6eh82CWlX&,+380 67 783-49-46,місто Бровари,Тестувальник,Фінанси,15.08.2020,22455
Федір,Козаченко,viacheslavkaras@gmail.com,PQAFDrDbzQ,+380 95 165-02-74,селище Сквира,Тестувальник,HR,28.04.2024,35637
